委托时间,投顾编号,证券代码,成交数量,成交均价,操作,理财产品,状态,证券名称,委托编号,投顾姓名
93449,400050,830,800.0,17.81,买入,致远1号,已转换,830,BNS000,400050
93449,400050,830,1000.0,17.81,买入,致远1号,已转换,830,BNS000,400050
93449,400050,830,800.0,17.81,买入,致远1号,已转换,830,BNS000,400050
93449,400050,830,2000.0,17.81,买入,致远1号,已转换,830,BNS000,400050
93523,400050,601003,9200.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,100.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,200.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,500.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,600.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,4500.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,27200.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,800.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93523,400050,601003,16900.0,7.73,买入,致远1号,已转换,601003,BNS000,400050
93602,400050,830,18000.0,17.92,卖出,致远1号,已转换,830,BNS000,400050
93717,400050,601003,3000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93717,400050,601003,10000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93717,400050,601003,1900.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93719,400050,601003,600.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93721,400050,601003,1000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93829,400050,601003,500.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93835,400050,601003,500.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93835,400050,601003,100.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93836,400050,601003,300.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93841,400050,601003,500.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93841,400050,601003,200.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93842,400050,601003,2000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93843,400050,601003,3000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93846,400050,601003,4000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93850,400050,601003,10000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93855,400050,601003,500.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93856,400050,601003,5000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93901,400050,601003,5000.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93901,400050,601003,7800.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93904,400050,601003,200.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93905,400050,601003,100.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
93911,400050,601003,3800.0,7.72,卖出,致远1号,已转换,601003,BNS000,400050
94242,400050,822,1900.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94243,400050,822,5100.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94247,400050,822,900.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94250,400050,822,4900.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94251,400050,822,3800.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94251,400050,822,10500.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94251,400050,822,600.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94255,400050,822,2800.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94255,400050,822,8500.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94255,400050,822,3600.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94258,400050,822,1000.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94259,400050,822,14900.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94300,400050,822,1500.0,7.87,卖出,致远1号,已转换,822,BNS000,400050
94420,400050,822,1000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94422,400050,822,20000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94423,400050,822,500.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94423,400050,822,1000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94424,400050,822,5000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94427,400050,822,3200.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94428,400050,822,2100.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94432,400050,822,1800.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94433,400050,822,100.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94435,400050,822,2000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94436,400050,822,6100.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94437,400050,822,2000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94441,400050,822,1100.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94441,400050,822,5000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94442,400050,822,1300.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94443,400050,822,2000.0,7.84,买入,致远1号,已转换,822,BNS000,400050
94444,400050,822,5800.0,7.84,买入,致远1号,已转换,822,BNS000,400050
100203,400050,717,61867.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100203,400050,717,1500.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100203,400050,717,2000.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100203,400050,717,300.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100203,400050,717,500.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100203,400050,717,5000.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100203,400050,717,8833.0,7.15,卖出,致远1号,已转换,717,BNS000,400050
100250,400050,717,600.0,7.12,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,6200.0,7.12,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,1000.0,7.12,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,11700.0,7.13,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,2500.0,7.13,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,700.0,7.13,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,8000.0,7.13,买入,致远1号,已转换,717,BNS000,400050
100250,400050,717,49300.0,7.13,买入,致远1号,已转换,717,BNS000,400050
101052,400050,830,14600.0,17.78,买入,致远1号,已转换,830,BNS000,400050
101052,400050,830,100.0,17.78,买入,致远1号,已转换,830,BNS000,400050
101052,400050,830,500.0,17.78,买入,致远1号,已转换,830,BNS000,400050
101052,400050,830,2100.0,17.78,买入,致远1号,已转换,830,BNS000,400050
101052,400050,830,700.0,17.78,买入,致远1号,已转换,830,BNS000,400050
101110,400050,830,500.0,17.78,买入,致远1号,已转换,830,BNS000,400050
101110,400050,830,1000.0,17.79,买入,致远1号,已转换,830,BNS000,400050
101110,400050,830,3000.0,17.79,买入,致远1号,已转换,830,BNS000,400050
101110,400050,830,500.0,17.79,买入,致远1号,已转换,830,BNS000,400050
101110,400050,830,200.0,17.79,买入,致远1号,已转换,830,BNS000,400050
101110,400050,830,12800.0,17.79,买入,致远1号,已转换,830,BNS000,400050
101201,400050,830,18000.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101221,400050,830,800.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101221,400050,830,5000.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101222,400050,830,1000.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101222,400050,830,200.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101223,400050,830,300.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101223,400050,830,2100.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101223,400050,830,2400.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
101223,400050,830,6200.0,17.87,卖出,致远1号,已转换,830,BNS000,400050
102452,400050,601003,6900.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102452,400050,601003,500.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102452,400050,601003,1500.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102452,400050,601003,200.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102452,400050,601003,600.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102454,400050,601003,3300.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102456,400050,601003,500.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102458,400050,601003,5000.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102500,400050,601003,5000.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102503,400050,601003,200.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102505,400050,601003,100.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102510,400050,601003,100.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102540,400050,601003,4300.0,7.5,买入,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,8300.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,2300.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,2000.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,500.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,200.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,1000.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,5000.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,300.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,200.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,1000.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,3000.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,1900.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
102934,400050,601003,2500.0,7.49,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,23100.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,2000.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,500.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,500.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,500.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,1000.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,600.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,200.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,1300.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,1000.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,2500.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,1300.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,1100.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,10000.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103346,400050,601003,14400.0,7.42,卖出,致远1号,已转换,601003,BNS000,400050
103425,400050,601003,2500.0,7.41,买入,致远1号,已转换,601003,BNS000,400050
103425,400050,601003,5000.0,7.41,买入,致远1号,已转换,601003,BNS000,400050
103552,400050,601003,9000.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103553,400050,601003,1700.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103554,400050,601003,4100.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103555,400050,601003,200.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103555,400050,601003,400.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103556,400050,601003,3300.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103556,400050,601003,3000.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103557,400050,601003,100.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103557,400050,601003,1000.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103557,400050,601003,300.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103558,400050,601003,2000.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103559,400050,601003,3000.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103600,400050,601003,1500.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103601,400050,601003,500.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103601,400050,601003,2200.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103604,400050,601003,300.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103605,400050,601003,100.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103605,400050,601003,600.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103606,400050,601003,4300.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103606,400050,601003,8000.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
103607,400050,601003,6800.0,7.39,买入,致远1号,已转换,601003,BNS000,400050
